timestamp,merchant_name,category,amount,currency
2024-03-23 14:14:02+00:00,Spar,Groceries,-3.0,EUR
2024-03-23 14:15:17+00:00,Spar,Groceries,-3.65,EUR
2024-03-23 17:00:43+00:00,Gelateria Della Palma,Restaurants,-3.5,EUR
2024-03-23 21:36:42+00:00,KFC,Restaurants,-5.02,EUR
2024-03-24 01:40:09+00:00,FREE NOW,Travel & Transportation,-8.0,EUR
2024-03-24 13:52:25+00:00,Too Good To Go,Groceries,-2.99,EUR
2024-03-24 23:50:56+00:00,Cabify,Travel & Transportation,-29.84,EUR
2024-03-25 12:01:34+00:00,Mercadona,Groceries,-14.0,EUR
2024-03-25 16:50:17+00:00,Abaceria Lio,Groceries,-5.1,EUR
2024-03-25 23:06:01+00:00,FREE NOW,Travel & Transportation,-14.6,EUR
2024-03-27 11:41:59+00:00,Humana,Shopping,-5.15,EUR
2024-03-27 13:01:28+00:00,Primark,Shopping,-26.5,EUR
2024-03-27 19:25:42+00:00,Mercadona,Groceries,-4.31,EUR
2024-03-29 07:13:36+00:00,Metro de Madrid,Travel & Transportation,-8.6,EUR
2024-03-29 08:33:43+00:00,McDonald's,Restaurants,-6.51,EUR
2024-03-29 16:18:16+00:00,Paseo del Prado,Entertainment,-18.0,EUR
2024-03-29 22:44:01+00:00,Rangoli,Restaurants,-31.25,EUR
2024-03-30 11:48:32+00:00,Vueling,Travel & Transportation,-145.98,EUR
2024-03-30 16:14:42+00:00,Metro de Madrid,Travel & Transportation,-6.1,EUR
2024-03-30 19:21:53+00:00,El Nacional Barcelona,Restaurants,-10.0,EUR
2024-03-31 13:01:34+00:00,Park Güell,Entertainment,-10.0,EUR
2024-03-31 14:01:19+00:00,Plenti (location in 2018),Restaurants,-27.0,EUR
2024-03-31 14:13:21+00:00,Ideasorigen Balmes,Groceries,-2.44,EUR
2024-03-31 19:47:08+00:00,Antonia Pizza,Restaurants,-5.3,EUR
2024-03-31 20:54:18+00:00,Antonias Burger,Restaurants,-21.0,EUR
2024-03-31 22:14:31+00:00,Chatelet,Restaurants,-5.6,EUR
2024-03-31 23:29:22+00:00,Cafè Salambó,Restaurants,-5.8,EUR
2024-04-01 01:28:48+00:00,Bar El OtrO,Restaurants,-6.4,EUR
2024-04-01 02:53:41+00:00,Uber Eats,Restaurants,-15.79,EUR
2024-04-01 12:30:21+00:00,el Fornet,Restaurants,-10.45,EUR
2024-04-01 12:58:10+00:00,Kachafruit Barna S.L.,Groceries,-3.1,EUR
2024-04-01 22:59:40+00:00,Cervecería Catalana,Restaurants,-51.2,EUR
2024-04-02 11:46:54+00:00,Mercadona,Groceries,-7.92,EUR
2024-04-02 13:48:18+00:00,Baby Jalebi,Restaurants,-12.0,EUR
2024-04-02 14:37:29+00:00,Mercadona,Groceries,-26.16,EUR
